,Unnamed: 0,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,resolution_description,resolution_action_updated_date,bridge_highway_name,bridge_highway_segment,closed_date,road_ramp,facility_type,bridge_highway_direction,taxi_company_borough,taxi_pick_up_location,vehicle_type,due_date
2543,702777,53252388,2022-02-02T08:41:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,114 EAST    1 STREET,EAST    1 STREET,1 AVE,AVENUE A,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004290045.0,MANHATTAN,987929,202456,ONLINE,Unspecified,MANHATTAN,40.72237090186506,-73.98672740926553,"{'latitude': '40.72237090186506', 'longitude': '-73.98672740926553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-03T12:18:00.000,,,2022-02-03T12:18:00.000,,,,,,,
2548,704789,53243358,2022-02-01T22:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,505 EAST   14 STREET,EAST   14 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Closed,06 MANHATTAN,1009720001.0,MANHATTAN,989815,205334,ONLINE,Unspecified,MANHATTAN,40.73026932624352,-73.9799209778292,"{'latitude': '40.73026932624352', 'longitude': '-73.9799209778292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,71,4,51,7,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-03T12:18:00.000,,,2022-02-03T12:18:00.000,,,,,,,
2555,708232,53238970,2022-02-01T15:52:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,526 WEST  143 STREET,WEST  143 STREET,HAMILTON PL,BROADWAY,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020740154.0,MANHATTAN,997886,239794,ONLINE,Unspecified,MANHATTAN,40.82484416064742,-73.95073015263202,"{'latitude': '40.82484416064742', 'longitude': '-73.95073015263202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-02T11:01:00.000,,,2022-02-02T11:01:00.000,,,,,,,
2556,708336,53246493,2022-02-01T15:37:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,526 WEST  143 STREET,WEST  143 STREET,HAMILTON PL,BROADWAY,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020740154.0,MANHATTAN,997886,239794,ONLINE,Unspecified,MANHATTAN,40.82484416064742,-73.95073015263202,"{'latitude': '40.82484416064742', 'longitude': '-73.95073015263202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-03T12:17:00.000,,,2022-02-03T12:17:00.000,,,,,,,
2575,717923,53223597,2022-01-31T14:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,240 1 AVENUE,1 AVENUE,BEND,E 15 ST,,,ADDRESS,NEW YORK,,Closed,06 MANHATTAN,1009720001.0,MANHATTAN,989198,205862,ONLINE,Unspecified,MANHATTAN,40.73171892352836,-73.98214678116689,"{'latitude': '40.731718923528355', 'longitude': '-73.98214678116689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,71,4,51,7,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-01T10:43:00.000,,,2022-02-01T10:43:00.000,,,,,,,
2580,718803,53228172,2022-01-31T12:50:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,147 WEST  111 STREET,WEST  111 STREET,ST NICHOLAS AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1018210006.0,MANHATTAN,997120,230551,ONLINE,Unspecified,MANHATTAN,40.79947585212111,-73.95351559992176,"{'latitude': '40.799475852121105', 'longitude': '-73.95351559992176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-01T10:42:00.000,,,2022-02-01T10:42:00.000,,,,,,,
2583,719765,53231125,2022-01-31T11:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,RUTGERS HOUSES,RUTGERS HOUSES,PIKE ST,RUTGERS ST,,,PLACENAME,NEW YORK,,Closed,03 MANHATTAN,1002550001.0,MANHATTAN,986704,198672,ONLINE,Unspecified,MANHATTAN,40.71198515413791,-73.99114817541547,"{'latitude': '40.71198515413791', 'longitude': '-73.99114817541547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-01T10:42:00.000,,,2022-02-01T10:42:00.000,,,,,,,
2591,725027,53222000,2022-01-30T19:36:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10039,130 BRADHURST AVENUE,BRADHURST AVENUE,W 148 ST,W 149 ST,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1020457503.0,MANHATTAN,1000524,240061,ONLINE,Unspecified,MANHATTAN,40.82557253312548,-73.94119783727703,"{'latitude': '40.82557253312548', 'longitude': '-73.94119783727703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:03:00.000,,,2022-01-31T13:03:00.000,,,,,,,
2598,728749,53223310,2022-01-30T11:54:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,835 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,W 160 ST,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021357501.0,MANHATTAN,999270,243744,ONLINE,Unspecified,MANHATTAN,40.83568353137903,-73.94572061572217,"{'latitude': '40.835683531379026', 'longitude': '-73.94572061572217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:02:00.000,,,2022-01-31T13:02:00.000,,,,,,,
2602,733426,53208275,2022-01-29T20:21:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,311 GREENWICH STREET,GREENWICH STREET,CHAMBERS ST,READE ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001407502.0,MANHATTAN,981239,200406,ONLINE,Unspecified,MANHATTAN,40.71674439796987,-74.01086175509747,"{'latitude': '40.71674439796987', 'longitude': '-74.01086175509747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:02:00.000,,,2022-01-31T13:02:00.000,,,,,,,
2604,733687,53209145,2022-01-29T19:41:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10007,311 BROADWAY,BROADWAY,DUANE ST,THOMAS ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001510031.0,MANHATTAN,982807,199953,ONLINE,Unspecified,MANHATTAN,40.71550141614848,-74.0052053205853,"{'latitude': '40.715501416148484', 'longitude': '-74.0052053205853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11728.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:02:00.000,,,2022-01-31T13:02:00.000,,,,,,,
2605,733739,53212325,2022-01-29T19:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,9 WEST  110 STREET,WEST  110 STREET,FRAWLEY CIR,LENOX AVE,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1015940029.0,MANHATTAN,998010,229774,ONLINE,Unspecified,MANHATTAN,40.797341857966536,-73.95030265383727,"{'latitude': '40.797341857966536', 'longitude': '-73.95030265383727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:04:00.000,,,2022-01-31T13:04:00.000,,,,,,,
2606,734169,53208307,2022-01-29T18:08:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,335 GREENWICH STREET,GREENWICH STREET,DUANE ST,JAY ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001430021.0,MANHATTAN,981323,200841,ONLINE,Unspecified,MANHATTAN,40.717938396793095,-74.01055892617467,"{'latitude': '40.717938396793095', 'longitude': '-74.01055892617467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:02:00.000,,,2022-01-31T13:02:00.000,,,,,,,
2607,734628,53212370,2022-01-29T17:10:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,521 EAST    6 STREET,EAST    6 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004020055.0,MANHATTAN,988886,203484,ONLINE,Unspecified,MANHATTAN,40.725192062985,-73.9832741680895,"{'latitude': '40.725192062985', 'longitude': '-73.9832741680895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:02:00.000,,,2022-01-31T13:02:00.000,,,,,,,
2631,741834,53203599,2022-01-28T15:06:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,702 EAST    5 STREET,EAST    5 STREET,AVENUE C,AVENUE D,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003740008.0,MANHATTAN,990043,202547,ONLINE,Unspecified,MANHATTAN,40.722619543088726,-73.97910073242267,"{'latitude': '40.722619543088726', 'longitude': '-73.97910073242267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:01:00.000,,,2022-01-31T13:01:00.000,,,,,,,
2632,742203,53203594,2022-01-28T14:11:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,558 BROOME STREET,BROOME STREET,AVENUE OF THE AMERICAS,VARICK ST,,,ADDRESS,NEW YORK,,Closed,02 MANHATTAN,1004910001.0,MANHATTAN,982630,203192,ONLINE,Unspecified,MANHATTAN,40.724391660330845,-74.00584459062159,"{'latitude': '40.724391660330845', 'longitude': '-74.00584459062159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,57,4,10,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:01:00.000,,,2022-01-31T13:01:00.000,,,,,,,
2639,744818,53202344,2022-01-28T09:03:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,380 BROOME STREET,BROOME STREET,MOTT ST,MULBERRY ST,,,ADDRESS,NEW YORK,,Closed,02 MANHATTAN,1004800041.0,MANHATTAN,985240,201719,ONLINE,Unspecified,MANHATTAN,40.72034872438382,-73.99642852239823,"{'latitude': '40.72034872438382', 'longitude': '-73.99642852239823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,57,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-31T13:00:00.000,,,2022-01-31T13:00:00.000,,,,,,,
2648,748274,53193198,2022-01-27T19:03:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,144 AVENUE A,AVENUE A,ST MARKS PL,E 9 ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004030001.0,MANHATTAN,989042,204204,ONLINE,Unspecified,MANHATTAN,40.72716820472698,-73.98271083621445,"{'latitude': '40.72716820472698', 'longitude': '-73.98271083621445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-28T10:53:00.000,,,2022-01-28T10:53:00.000,,,,,,,
2649,749133,53191798,2022-01-27T16:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,9 WEST  110 STREET,WEST  110 STREET,FRAWLEY CIR,LENOX AVE,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1015940029.0,MANHATTAN,998010,229774,ONLINE,Unspecified,MANHATTAN,40.797341857966536,-73.95030265383727,"{'latitude': '40.797341857966536', 'longitude': '-73.95030265383727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-28T10:53:00.000,,,2022-01-28T10:53:00.000,,,,,,,
2660,750886,53187033,2022-01-27T13:22:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,231 ELDRIDGE STREET,ELDRIDGE STREET,STANTON ST,E HOUSTON ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004220064.0,MANHATTAN,987071,202453,ONLINE,Unspecified,MANHATTAN,40.72236298280787,-73.98982278500846,"{'latitude': '40.72236298280787', 'longitude': '-73.98982278500846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-27T16:22:00.000,,,2022-01-27T16:22:00.000,,,,,,,
2664,751033,53188635,2022-01-27T13:03:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,111 WORTH STREET,WORTH STREET,BROADWAY,LAFAYETTE ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001700020.0,MANHATTAN,983269,200072,ONLINE,Unspecified,MANHATTAN,40.7158281059634,-74.0035387695921,"{'latitude': '40.7158281059634', 'longitude': '-74.0035387695921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-27T16:22:00.000,,,2022-01-27T16:22:00.000,,,,,,,
2671,752183,53190253,2022-01-27T10:59:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10038,2 GOLD STREET,GOLD STREET,LIBERTY ST,PLATT ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1000690018.0,MANHATTAN,982216,196963,ONLINE,Unspecified,MANHATTAN,40.70729446089098,-74.00733632610573,"{'latitude': '40.70729446089098', 'longitude': '-74.00733632610573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13096.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-27T16:22:00.000,,,2022-01-27T16:22:00.000,,,,,,,
2688,757715,53180847,2022-01-26T16:59:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,172 DELANCEY STREET,DELANCEY STREET,CLINTON ST,NYCTA SUBWAY,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003480073.0,MANHATTAN,988301,200721,ONLINE,Unspecified,MANHATTAN,40.71760858232492,-73.98538640301948,"{'latitude': '40.71760858232492', 'longitude': '-73.98538640301948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-27T09:44:00.000,,,2022-01-27T09:44:00.000,,,,,,,
2713,763683,53169881,2022-01-25T23:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,124 LA SALLE STREET,LA SALLE STREET,BROADWAY,CLAREMONT AVE,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1019930039.0,MANHATTAN,995239,235849,ONLINE,Unspecified,MANHATTAN,40.81401993777564,-73.96030080051581,"{'latitude': '40.81401993777564', 'longitude': '-73.96030080051581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,37,4,23,17,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-26T11:28:00.000,,,2022-01-26T11:28:00.000,,,,,,,
2724,766521,53165476,2022-01-25T15:13:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,67 HUDSON STREET,HUDSON STREET,JAY ST,WORTH ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001807502.0,MANHATTAN,981773,200877,ONLINE,Unspecified,MANHATTAN,40.71803734558617,-74.00893559922991,"{'latitude': '40.71803734558617', 'longitude': '-74.00893559922991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-26T11:27:00.000,,,2022-01-26T11:27:00.000,,,,,,,
2754,775653,53157297,2022-01-24T12:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,83 BAXTER STREET,BAXTER STREET,WHITE ST,WALKER ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1001990003.0,MANHATTAN,984302,200397,PHONE,Unspecified,MANHATTAN,40.7167202073573,-73.9998124174498,"{'latitude': '40.7167202073573', 'longitude': '-73.9998124174498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-25T09:59:00.000,,,2022-01-25T09:59:00.000,,,,,,,
2786,784722,53150225,2022-01-23T08:22:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10037,14 EAST  130 STREET,EAST  130 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,Closed,11 MANHATTAN,1017540064.0,MANHATTAN,1001029,234146,ONLINE,Unspecified,MANHATTAN,40.80933657801684,-73.93938793093915,"{'latitude': '40.80933657801684', 'longitude': '-73.93938793093915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13093.0,7,4,36,16,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-24T12:48:00.000,,,2022-01-24T12:48:00.000,,,,,,,
2798,790096,53146350,2022-01-22T13:59:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,214 1 AVENUE,1 AVENUE,E 12 ST,E 13 ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004400008.0,MANHATTAN,988915,205419,ONLINE,Unspecified,MANHATTAN,40.73050315088467,-73.98316820002515,"{'latitude': '40.73050315088467', 'longitude': '-73.98316820002515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11724.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-24T12:47:00.000,,,2022-01-24T12:47:00.000,,,,,,,
2817,800130,53129732,2022-01-21T11:19:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,371 WEST  126 STREET,WEST  126 STREET,ST NICHOLAS AVE,MORNINGSIDE AVE,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1019537503.0,MANHATTAN,997334,235012,PHONE,Unspecified,MANHATTAN,40.81171975200056,-73.95273397199072,"{'latitude': '40.81171975200056', 'longitude': '-73.95273397199072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,37,4,36,17,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-24T12:46:00.000,,,2022-01-24T12:46:00.000,,,,,,,
2830,808040,53123112,2022-01-20T11:36:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,684 WATER STREET,WATER STREET,GOUVERNEUR SLIP E,JACKSON ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002600075.0,MANHATTAN,990229,198578,ONLINE,Unspecified,MANHATTAN,40.71172546660736,-73.97843323005607,"{'latitude': '40.71172546660736', 'longitude': '-73.97843323005607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,50,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-20T13:28:00.000,,,2022-01-20T13:28:00.000,,,,,,,
2843,809945,53125554,2022-01-20T06:43:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,102 CONVENT AVENUE,CONVENT AVENUE,BEND,W 133 ST,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1019700055.0,MANHATTAN,997479,237056,ONLINE,Unspecified,MANHATTAN,40.817329743994286,-73.95220612997099,"{'latitude': '40.817329743994286', 'longitude': '-73.95220612997099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,36,17,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-20T11:22:00.000,,,2022-01-20T11:22:00.000,,,,,,,
2852,813532,53108034,2022-01-19T16:04:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,73 CHRYSTIE STREET,CHRYSTIE STREET,HESTER ST,GRAND ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003040035.0,MANHATTAN,985810,200555,ONLINE,Unspecified,MANHATTAN,40.717153742090034,-73.99437248688588,"{'latitude': '40.717153742090034', 'longitude': '-73.99437248688588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-20T11:21:00.000,,,2022-01-20T11:21:00.000,,,,,,,
2873,816224,53106320,2022-01-19T10:48:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,549 WEST  123 STREET,WEST  123 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1019780001.0,MANHATTAN,995106,235302,ONLINE,Unspecified,MANHATTAN,40.81251873992738,-73.96078216505953,"{'latitude': '40.81251873992738', 'longitude': '-73.96078216505953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,37,4,23,17,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-20T11:20:00.000,,,2022-01-20T11:20:00.000,,,,,,,
2888,820438,53099690,2022-01-18T18:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,120 WEST  112 STREET,WEST  112 STREET,ST NICHOLAS AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1018210049.0,MANHATTAN,997202,230798,ONLINE,Unspecified,MANHATTAN,40.80015367978497,-73.95321895253842,"{'latitude': '40.80015367978497', 'longitude': '-73.95321895253842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-19T12:00:00.000,,,2022-01-19T12:00:00.000,,,,,,,
2894,823182,53098148,2022-01-18T13:01:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10039,2991 8 AVENUE,8 AVENUE,HARLEM RIVER DRIVE SERVICE RD W,HARLEM RIVER DRIVE EXIT 23  NB,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1021060003.0,MANHATTAN,1001982,242041,ONLINE,Unspecified,MANHATTAN,40.83100425931253,-73.93592447555017,"{'latitude': '40.83100425931253', 'longitude': '-73.93592447555017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-19T12:00:00.000,,,2022-01-19T12:00:00.000,,,,,,,
2898,823996,53095104,2022-01-18T11:48:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,1268 AMSTERDAM AVENUE,AMSTERDAM AVENUE,MORNINGSIDE DR,W 123 ST,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1019770033.0,MANHATTAN,995862,234731,ONLINE,Unspecified,MANHATTAN,40.81095054263016,-73.95805206601315,"{'latitude': '40.81095054263016', 'longitude': '-73.95805206601315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,37,4,23,17,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-19T11:59:00.000,,,2022-01-19T11:59:00.000,,,,,,,
2911,826750,53098150,2022-01-18T02:09:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,169 HESTER STREET,HESTER STREET,ELIZABETH ST,MOTT ST,,,ADDRESS,NEW YORK,,Closed,02 MANHATTAN,1002380037.0,MANHATTAN,985150,200774,ONLINE,Unspecified,MANHATTAN,40.71775493630206,-73.99675332853492,"{'latitude': '40.71775493630206', 'longitude': '-73.99675332853492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,57,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-19T10:07:00.000,,,2022-01-19T10:07:00.000,,,,,,,
